Feature_ID,RowIdentifier,OrigIdentifier,Protein IDs,RefType,Majority protein IDs,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Target_Species_Flag,Accession_Protein,GeneID,NumGenes,WarningLevel,Fasta headers,Symbol,Alias,Type,Location,Description,TMT11plex-Batch1_TMT-126C,TMT11plex-Batch2_TMT-126C
1844,sp~P57722~PCBP3_MOUSE,sp|P57722|PCBP3_MOUSE,sp|P57722|PCBP3_MOUSE,__Other,sp|P57722|PCBP3_MOUSE,0,0,0,1,P57722,59093,1,0,sp|P57722|PCBP3_MOUSE Poly(rC)-binding protein 3 OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=3,Pcbp3,AlphaCP-3,protein-coding,10|10_C1,poly(rC) binding protein 3 ||| Poly(rC)-binding protein 3,11.24933706,11.24933706
5833,sp~Q91ZU6~DYST_MOUSE,sp|Q91ZU6|DYST_MOUSE,sp|Q91ZU6|DYST_MOUSE,__Other,sp|Q91ZU6|DYST_MOUSE,0,0,0,1,Q91ZU6,13518,1,0,sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2,Dst,2310001O04Rik A830042E19Rik AW554249 BP230 BPAG1-n Bpag Bpag1 Macf2 ah athetoid dt mKIAA0728 nmf203 nmf339,protein-coding,1_B|1_12.91_cM,dystonin,13.21618535,13.21618535
3413,sp~Q64737~PUR2_MOUSE,sp|Q64737|PUR2_MOUSE,sp|Q64737|PUR2_MOUSE,__Other,sp|Q64737|PUR2_MOUSE,0,0,0,1,Q64737,14450,1,0,sp|Q64737|PUR2_MOUSE Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,Gart,Gaps Prgs,protein-coding,16_C3.3|16_53.18_cM,phosphoribosylglycinamide formyltransferase ||| Trifunctional purine biosynthetic protein adenosine-3,16.82245939,16.82245939
2665,sp~Q3UA37~QRIC1_MOUSE,sp|Q3UA37|QRIC1_MOUSE,sp|Q3UA37|QRIC1_MOUSE,__Other,sp|Q3UA37|QRIC1_MOUSE,0,0,0,1,Q3UA37,69232,1,0,sp|Q3UA37|QRIC1_MOUSE Glutamine-rich protein 1 OS=Mus musculus OX=10090 GN=Qrich1 PE=1 SV=1,Qrich1,2610028H07Rik b2b2404Clo,protein-coding,9|9_F2,glutamine-rich 1 ||| Glutamine-rich protein 1,13.13663777,13.13663777
6963,sp~Q9D906~ATG7_MOUSE,sp|Q9D906|ATG7_MOUSE,sp|Q9D906|ATG7_MOUSE,__Other,sp|Q9D906|ATG7_MOUSE,0,0,0,1,Q9D906,74244,1,0,sp|Q9D906|ATG7_MOUSE Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus OX=10090 GN=Atg7 PE=1 SV=1,Atg7,1810013K23Rik Agp7 Apg7l Atg7l Gm21553,protein-coding,6|6_E3,autophagy related 7 ||| Ubiquitin-like modifier-activating enzyme ATG7,15.82467042,15.82467042
2633,sp~Q3U276~SDHF1_MOUSE,sp|Q3U276|SDHF1_MOUSE,sp|Q3U276|SDHF1_MOUSE,__Other,sp|Q3U276|SDHF1_MOUSE,0,0,0,1,Q3U276,68332,1,0,"sp|Q3U276|SDHF1_MOUSE Succinate dehydrogenase assembly factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf1 PE=1 SV=1",Sdhaf1,0610010E21Rik AI430885 AW490662 Lyrm8,protein-coding,7|7_B1,"succinate dehydrogenase complex assembly factor 1 ||| Succinate dehydrogenase assembly factor 1, mitochondrial",11.37340139,11.37340139
6127,sp~Q99LI5~ZN281_MOUSE,sp|Q99LI5|ZN281_MOUSE,sp|Q99LI5|ZN281_MOUSE,__Other,sp|Q99LI5|ZN281_MOUSE,0,0,0,1,Q99LI5,226442,1,0,sp|Q99LI5|ZN281_MOUSE Zinc finger protein 281 OS=Mus musculus OX=10090 GN=Znf281 PE=1 SV=1,Zfp281,Znf281,protein-coding,1|1_E4,zinc finger protein 281,12.55755943,
3761,sp~Q71LX4~TLN2_MOUSE,sp|Q71LX4|TLN2_MOUSE,sp|Q71LX4|TLN2_MOUSE,__Other,sp|Q71LX4|TLN2_MOUSE,0,0,0,1,Q71LX4,70549,1,0,sp|Q71LX4|TLN2_MOUSE Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=3,Tln2,5730421P04Rik AI507121 AI787438 AL118320 mKIAA0320,protein-coding,9|9_C,talin 2 ||| Talin-2,17.44768348,17.44768348
7404,sp~Q9JJQ0~PIGB_MOUSE,sp|Q9JJQ0|PIGB_MOUSE,sp|Q9JJQ0|PIGB_MOUSE,__Other,sp|Q9JJQ0|PIGB_MOUSE,0,0,0,1,Q9JJQ0,55981,1,0,sp|Q9JJQ0|PIGB_MOUSE GPI mannosyltransferase 3 OS=Mus musculus OX=10090 GN=Pigb PE=2 SV=2,Pigb,Pig-b,protein-coding,9|9_D,"phosphatidylinositol glycan anchor biosynthesis, class B ||| GPI mannosyltransferase 3",9.555973852,9.555973852
2629,sp~Q3U1T9~DEN1B_MOUSE,sp|Q3U1T9|DEN1B_MOUSE,sp|Q3U1T9|DEN1B_MOUSE,__Other,sp|Q3U1T9|DEN1B_MOUSE,0,0,0,1,Q3U1T9,329260,1,0,sp|Q3U1T9|DEN1B_MOUSE DENN domain-containing protein 1B OS=Mus musculus OX=10090 GN=Dennd1b PE=1 SV=3,Dennd1b,4632404N19Rik 4930467M19Rik 6820401H01Rik F730008N07Rik,protein-coding,1|1_E4,DENN/MADD domain containing 1B ||| DENN domain-containing protein 1B,12.24163314,12.24163314
2999,sp~Q60598~SRC8_MOUSE,sp|Q60598|SRC8_MOUSE,sp|Q60598|SRC8_MOUSE,__Other,sp|Q60598|SRC8_MOUSE,0,0,0,1,Q60598,13043,1,0,sp|Q60598|SRC8_MOUSE Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2,Cttn,1110020L01Rik Ems1,protein-coding,7|7_F5,cortactin ||| Src substrate cortactin,16.9839194,16.9839194
7639,sp~Q9QZE5~COPG1_MOUSE,sp|Q9QZE5|COPG1_MOUSE,sp|Q9QZE5|COPG1_MOUSE,__Other,sp|Q9QZE5|COPG1_MOUSE,0,0,0,1,Q9QZE5,54161,1,0,sp|Q9QZE5|COPG1_MOUSE Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1,Copg1,AU019265 BC056168 Copg D6Ertd71e D6Wsu16e,protein-coding,6_D1|6_39.13_cM,"coatomer protein complex, subunit gamma 1 ||| Coatomer subunit gamma-1",16.92865578,16.92865578
736,sp~O70585~DTNB_MOUSE,sp|O70585|DTNB_MOUSE,sp|O70585|DTNB_MOUSE,__Other,sp|O70585|DTNB_MOUSE,0,0,0,1,O70585,13528,1,0,sp|O70585|DTNB_MOUSE Dystrobrevin beta OS=Mus musculus OX=10090 GN=Dtnb PE=1 SV=3,Dtnb,---,protein-coding,12_A1.1|12_1.88_cM,"dystrobrevin, beta ||| Dystrobrevin beta",13.06812025,13.06812025
6522,sp~Q9CX53~GEMI6_MOUSE,sp|Q9CX53|GEMI6_MOUSE,sp|Q9CX53|GEMI6_MOUSE,__Other,sp|Q9CX53|GEMI6_MOUSE,0,0,0,1,Q9CX53,67242,1,0,sp|Q9CX53|GEMI6_MOUSE Gem-associated protein 6 OS=Mus musculus OX=10090 GN=Gemin6 PE=1 SV=2,Gemin6,2610019B15Rik 2810470M17Rik,protein-coding,17|17_E3,gem nuclear organelle associated protein 6 ||| Gem-associated protein 6,7.721167561,
3781,sp~Q78JW9~UBFD1_MOUSE,sp|Q78JW9|UBFD1_MOUSE,sp|Q78JW9|UBFD1_MOUSE,__Other,sp|Q78JW9|UBFD1_MOUSE,0,0,0,1,Q78JW9,28018,1,0,sp|Q78JW9|UBFD1_MOUSE Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2,Ubfd1,AI467302 D7Wsu105e D7Wsu128e Ubph,protein-coding,7_F2|7_65.35_cM,ubiquitin family domain containing 1 ||| Ubiquitin domain-containing protein UBFD1,14.22787361,14.22787361
2092,sp~P63323~RS12_MOUSE,sp|P63323|RS12_MOUSE,sp|P63323|RS12_MOUSE,__Other,sp|P63323|RS12_MOUSE,0,0,0,1,P63323,20042,1,0,sp|P63323|RS12_MOUSE 40S ribosomal protein S12 OS=Mus musculus OX=10090 GN=Rps12 PE=1 SV=2,Rps12,---,protein-coding,10|10_A4,ribosomal protein S12 ||| 40S ribosomal protein S12,17.15452334,17.15452334
4478,sp~Q8BU88~RM22_MOUSE,sp|Q8BU88|RM22_MOUSE,sp|Q8BU88|RM22_MOUSE,__Other,sp|Q8BU88|RM22_MOUSE,0,0,0,1,Q8BU88,216767,1,0,"sp|Q8BU88|RM22_MOUSE 39S ribosomal protein L22, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl22 PE=1 SV=1",Mrpl22,E030011D16Rik HSPC158 L22mt MRP-L22 MRP-L25 Rpml25,protein-coding,11|11_B1.3,"mitochondrial ribosomal protein L22 ||| 39S ribosomal protein L22, mitochondrial",12.67707329,12.67707329
765,sp~O88456~CPNS1_MOUSE;sp~Q9D7J7~CPNS2_MOUSE,sp|O88456|CPNS1_MOUSE;sp|Q9D7J7|CPNS2_MOUSE,sp|O88456|CPNS1_MOUSE;sp|Q9D7J7|CPNS2_MOUSE,__Other,sp|O88456|CPNS1_MOUSE,0,0,0,1,O88456 Q9D7J7,12336 69543,2,3,sp|O88456|CPNS1_MOUSE Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=1,Capns1 Capns2,Capa-4 Capa4 Capn4 Cdps Css1 D7Ertd146e 2310005G05Rik 30K-2,protein-coding,7_B1!7_17.31_cM!8!8_C5,"calpain, small subunit 1 ||| Calpain small subunit 1 ||| calpain, small subunit 2 ||| Calpain small subunit 2",16.77240955,16.77240955
5210,sp~Q8R0F8~FAHD1_MOUSE,sp|Q8R0F8|FAHD1_MOUSE,sp|Q8R0F8|FAHD1_MOUSE,__Other,sp|Q8R0F8|FAHD1_MOUSE,0,0,0,1,Q8R0F8,68636,1,0,"sp|Q8R0F8|FAHD1_MOUSE Acylpyruvase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=2",Fahd1,1110025H10Rik AV002085,protein-coding,17|17_A3.3,"fumarylacetoacetate hydrolase domain containing 1 ||| Acylpyruvase FAHD1, mitochondrial",14.89241041,14.89241041
6968,sp~Q9D945~LLPH_MOUSE,sp|Q9D945|LLPH_MOUSE,sp|Q9D945|LLPH_MOUSE,__Other,sp|Q9D945|LLPH_MOUSE,0,0,0,1,Q9D945,66225,1,0,sp|Q9D945|LLPH_MOUSE Protein LLP homolog OS=Mus musculus OX=10090 GN=Llph PE=1 SV=1,Llph,1190005P17Rik,protein-coding,10|10_D2,"LLP homolog, long-term synaptic facilitation (Aplysia) ||| Protein LLP homolog",10.16203938,10.16203938
1057,sp~P10605~CATB_MOUSE,sp|P10605|CATB_MOUSE,sp|P10605|CATB_MOUSE,__Other,sp|P10605|CATB_MOUSE,0,0,0,1,P10605,13030,1,0,sp|P10605|CATB_MOUSE Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2,Ctsb,CB,protein-coding,14_D1|14_33.24_cM,cathepsin B,15.69392406,15.69392406
7889,sp~Q9Z0K8~VNN1_MOUSE,sp|Q9Z0K8|VNN1_MOUSE,sp|Q9Z0K8|VNN1_MOUSE,__Other,sp|Q9Z0K8|VNN1_MOUSE,0,0,0,1,Q9Z0K8,22361,1,0,sp|Q9Z0K8|VNN1_MOUSE Pantetheinase OS=Mus musculus OX=10090 GN=Vnn1 PE=1 SV=3,Vnn1,V-1,protein-coding,10|10_A4,vanin 1 ||| Pantetheinase,14.08435036,14.08435036
4305,sp~Q8BKC8~PI4KB_MOUSE,sp|Q8BKC8|PI4KB_MOUSE,sp|Q8BKC8|PI4KB_MOUSE,__Other,sp|Q8BKC8|PI4KB_MOUSE,0,0,0,1,Q8BKC8,107650,1,0,sp|Q8BKC8|PI4KB_MOUSE Phosphatidylinositol 4-kinase beta OS=Mus musculus OX=10090 GN=Pi4kb PE=1 SV=2,Pi4kb,ESTM41 PI4K-beta PI4Kbeta Pik4cb,protein-coding,3|3_F2.1,phosphatidylinositol 4-kinase beta,12.63211376,12.63211376
3137,sp~Q61206~PA1B2_MOUSE,sp|Q61206|PA1B2_MOUSE,sp|Q61206|PA1B2_MOUSE,__Other,sp|Q61206|PA1B2_MOUSE,0,0,0,1,Q61206,18475,1,0,sp|Q61206|PA1B2_MOUSE Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=2,Pafah1b2,2610005M20Rik AI747451 AU021353 Pafahb mus[b],protein-coding,9|9_A5.2,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 ||| Platelet-activating factor acetylhydrolase IB subunit beta",14.46923337,14.46923337
1085,sp~P11679~K2C8_MOUSE;CON__H-INV:HIT000016045,sp|P11679|K2C8_MOUSE;CON__H-INV:HIT000016045,sp|P11679|K2C8_MOUSE;CON__H-INV:HIT000016045,__Other,sp|P11679|K2C8_MOUSE,2,0,0,1,P11679,16691,1,0,"sp|P11679|K2C8_MOUSE Keratin, type II cytoskeletal 8 OS=Mus musculus OX=10090 GN=Krt8 PE=1 SV=4",Krt8,AA960620 AL022697 AU019895 Card2 EndoA K8 Krt-2.8 Krt2-8,protein-coding,15_F2|15_57.2_cM,"keratin 8 ||| Keratin, type II cytoskeletal 8",19.91605596,19.91605596
1903,sp~P59764~DOCK4_MOUSE,sp|P59764|DOCK4_MOUSE,sp|P59764|DOCK4_MOUSE,__Other,sp|P59764|DOCK4_MOUSE,0,0,0,1,P59764,238130,1,0,sp|P59764|DOCK4_MOUSE Dedicator of cytokinesis protein 4 OS=Mus musculus OX=10090 GN=Dock4 PE=1 SV=1,Dock4,5330406C03 6330411N01Rik AF263288 C030023J22 mKIAA0716,protein-coding,12_B1|12_18.06_cM,dedicator of cytokinesis 4 ||| Dedicator of cytokinesis protein 4,15.4077539,15.4077539
2200,sp~P80313~TCPH_MOUSE,sp|P80313|TCPH_MOUSE,sp|P80313|TCPH_MOUSE,__Other,sp|P80313|TCPH_MOUSE,0,0,0,1,P80313,12468,1,0,sp|P80313|TCPH_MOUSE T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1,Cct7,AA408524 AL022769 Ccth Cctz,protein-coding,6|6_C3,"chaperonin containing Tcp1, subunit 7 (eta) ||| T-complex protein 1 subunit eta",17.66085661,17.66085661
6921,sp~Q9D892~ITPA_MOUSE,sp|Q9D892|ITPA_MOUSE,sp|Q9D892|ITPA_MOUSE,__Other,sp|Q9D892|ITPA_MOUSE,0,0,0,1,Q9D892,16434,1,0,sp|Q9D892|ITPA_MOUSE Inosine triphosphate pyrophosphatase OS=Mus musculus OX=10090 GN=Itpa PE=1 SV=2,Itpa,2010016I08Rik AU020102 ITPase Itp NTPase,protein-coding,2_F1|2_63.24_cM,inosine triphosphatase (nucleoside triphosphate pyrophosphatase) ||| Inosine triphosphate pyrophosphatase,14.22601582,14.22601582
8010,sp~Q9Z2U1~PSA5_MOUSE,sp|Q9Z2U1|PSA5_MOUSE,sp|Q9Z2U1|PSA5_MOUSE,__Other,sp|Q9Z2U1|PSA5_MOUSE,0,0,0,1,Q9Z2U1,26442,1,0,sp|Q9Z2U1|PSA5_MOUSE Proteasome subunit alpha type-5 OS=Mus musculus OX=10090 GN=Psma5 PE=1 SV=1,Psma5,ZETA,protein-coding,3|3_F2.3,proteasome subunit alpha 5 ||| Proteasome subunit alpha type-5,15.55945875,15.55945875
159,sp~A2A699~F1712_MOUSE,sp|A2A699|F1712_MOUSE,sp|A2A699|F1712_MOUSE,__Other,sp|A2A699|F1712_MOUSE,0,0,0,1,A2A699,217219,1,0,sp|A2A699|F1712_MOUSE Protein FAM171A2 OS=Mus musculus OX=10090 GN=Fam171a2 PE=1 SV=1,Fam171a2,---,protein-coding,11|11_D,"family with sequence similarity 171, member A2 ||| Protein FAM171A2",10.91923579,
5341,sp~Q8R3Q0~SARAF_MOUSE,sp|Q8R3Q0|SARAF_MOUSE,sp|Q8R3Q0|SARAF_MOUSE,__Other,sp|Q8R3Q0|SARAF_MOUSE,0,0,0,1,Q8R3Q0,67887,1,0,sp|Q8R3Q0|SARAF_MOUSE Store-operated calcium entry-associated regulatory factor OS=Mus musculus OX=10090 GN=Saraf PE=1 SV=2,Saraf,1810045K07Rik Tmem66,protein-coding,8|8_A4,store-operated calcium entry-associated regulatory factor,12.77311504,12.77311504
475,sp~O09111~NDUBB_MOUSE,sp|O09111|NDUBB_MOUSE,sp|O09111|NDUBB_MOUSE,__Other,sp|O09111|NDUBB_MOUSE,0,0,0,1,O09111,104130,1,0,"sp|O09111|NDUBB_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb11 PE=1 SV=2",Ndufb11,CI-ESSS D5Bwg0566e D5Bwg0577e NP15.6 Np15 p15.6,protein-coding,X|X_A1.3,"NADH:ubiquinone oxidoreductase subunit B11 ||| NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",14.32295586,14.32295586
3205,sp~Q61696~HS71A_MOUSE,sp|Q61696|HS71A_MOUSE,sp|Q61696|HS71A_MOUSE,__Other,sp|Q61696|HS71A_MOUSE,0,0,0,1,Q61696,193740,1,0,sp|Q61696|HS71A_MOUSE Heat shock 70 kDa protein 1A OS=Mus musculus OX=10090 GN=Hspa1a PE=1 SV=2,Hspa1a,Hsp70-3 Hsp70.3 Hsp72 hsp68 hsp70A1,protein-coding,17_B1|17_18.51_cM,heat shock protein 1A ||| Heat shock 70 kDa protein 1A,17.39023656,17.39023656
4704,sp~Q8C3X2~CC90B_MOUSE,sp|Q8C3X2|CC90B_MOUSE,sp|Q8C3X2|CC90B_MOUSE,__Other,sp|Q8C3X2|CC90B_MOUSE,0,0,0,1,Q8C3X2,66365,1,0,"sp|Q8C3X2|CC90B_MOUSE Coiled-coil domain-containing protein 90B, mitochondrial OS=Mus musculus OX=10090 GN=Ccdc90b PE=1 SV=1",Ccdc90b,2310015N07Rik C86558,protein-coding,7|7_E1,"coiled-coil domain containing 90B ||| Coiled-coil domain-containing protein 90B, mitochondrial",13.69861512,13.69861512
1750,sp~P53568~CEBPG_MOUSE,sp|P53568|CEBPG_MOUSE,sp|P53568|CEBPG_MOUSE,__Other,sp|P53568|CEBPG_MOUSE,0,0,0,1,P53568,12611,1,0,sp|P53568|CEBPG_MOUSE CCAAT/enhancer-binding protein gamma OS=Mus musculus OX=10090 GN=Cebpg PE=1 SV=1,Cebpg,C/EBP[g] C/EBPgamma GPE1-BP Gpe1bp Ig/EBP,protein-coding,7|7_B2,"CCAAT/enhancer binding protein (C/EBP), gamma ||| CCAAT/enhancer-binding protein gamma",9.057651782,9.057651782
7318,sp~Q9JHE7~TSSC4_MOUSE,sp|Q9JHE7|TSSC4_MOUSE,sp|Q9JHE7|TSSC4_MOUSE,__Other,sp|Q9JHE7|TSSC4_MOUSE,0,0,0,1,Q9JHE7,56844,1,0,sp|Q9JHE7|TSSC4_MOUSE Protein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1,Tssc4,AA241958 ESTM671070,protein-coding,7_F5|7_88.11_cM,tumor-suppressing subchromosomal transferable fragment 4 ||| Protein TSSC4,11.59177146,11.59177146
5732,sp~Q91X43~SH319_MOUSE,sp|Q91X43|SH319_MOUSE,sp|Q91X43|SH319_MOUSE,__Other,sp|Q91X43|SH319_MOUSE,0,0,0,1,Q91X43,27059,1,0,sp|Q91X43|SH319_MOUSE SH3 domain-containing protein 19 OS=Mus musculus OX=10090 GN=Sh3d19 PE=1 SV=2,Sh3d19,AW011754 Kryn,protein-coding,3|3_F1,SH3 domain protein D19 ||| SH3 domain-containing protein 19,13.57316504,13.57316504
1053,sp~P10126~EF1A1_MOUSE;sp~P62631~EF1A2_MOUSE,sp|P10126|EF1A1_MOUSE;sp|P62631|EF1A2_MOUSE,sp|P10126|EF1A1_MOUSE;sp|P62631|EF1A2_MOUSE,__Other,sp|P10126|EF1A1_MOUSE,0,0,0,1,P62631 P10126,13628 13627 235503,3,3,sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3,Eef1a2 Eef1a1 Eef1a1-ps1,EEF1AL EF-1-alpha-2 Eef1a S1 STN wasted wst EF-Tu Eef1a1 eEF1A-1,protein-coding|pseudo,2_H4!2_103.6_cM!9!9_E1!19!19_B,"eukaryotic translation elongation factor 1 alpha 2 ||| Elongation factor 1-alpha 2 ||| eukaryotic translation elongation factor 1 alpha 1 ||| eukaryotic translation elongation factor 1 alpha 1, pseudogene 1 ||| Elongation factor 1-alpha 1",19.59734936,19.59734936
5342,sp~Q8R3Q2~PP6R2_MOUSE,sp|Q8R3Q2|PP6R2_MOUSE,sp|Q8R3Q2|PP6R2_MOUSE,__Other,sp|Q8R3Q2|PP6R2_MOUSE,0,0,0,1,Q8R3Q2,71474,1,0,sp|Q8R3Q2|PP6R2_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp6r2 PE=1 SV=1,Ppp6r2,1110033O10Rik 8430411H09Rik B230107H12Rik Pp6r2 Saps2,protein-coding,15|15_E3,"protein phosphatase 6, regulatory subunit 2 ||| Serine/threonine-protein phosphatase 6 regulatory subunit 2",8.75394766,8.75394766
748,sp~O88312~AGR2_MOUSE,sp|O88312|AGR2_MOUSE,sp|O88312|AGR2_MOUSE,__Other,sp|O88312|AGR2_MOUSE,0,0,0,1,O88312,23795,1,0,sp|O88312|AGR2_MOUSE Anterior gradient protein 2 homolog OS=Mus musculus OX=10090 GN=Agr2 PE=1 SV=1,Agr2,Agr2h Gob-4 HAG-2 XAG-2 mAG-2,protein-coding,12|12_A3,anterior gradient 2 ||| Anterior gradient protein 2 homolog,14.25248857,14.25248857
7549,sp~Q9QXA1~CYHR1_MOUSE,sp|Q9QXA1|CYHR1_MOUSE,sp|Q9QXA1|CYHR1_MOUSE,__Other,sp|Q9QXA1|CYHR1_MOUSE,0,0,0,1,Q9QXA1,54151,1,0,sp|Q9QXA1|CYHR1_MOUSE Cysteine and histidine-rich protein 1 OS=Mus musculus OX=10090 GN=Cyhr1 PE=1 SV=1,Cyhr1,1110031M01Rik AU042374 Chrp,protein-coding,15|15_D3,cysteine and histidine rich 1 ||| Cysteine and histidine-rich protein 1,13.19893603,13.19893603
6131,sp~Q99LJ0~CT2NL_MOUSE,sp|Q99LJ0|CT2NL_MOUSE,sp|Q99LJ0|CT2NL_MOUSE,__Other,sp|Q99LJ0|CT2NL_MOUSE,0,0,0,1,Q99LJ0,80281,1,0,sp|Q99LJ0|CT2NL_MOUSE CTTNBP2 N-terminal-like protein OS=Mus musculus OX=10090 GN=Cttnbp2nl PE=1 SV=1,Cttnbp2nl,AA552995 AA589392 AU018624 BC003236 mKIAA1433,protein-coding,3|3_F2.2,CTTNBP2 N-terminal like ||| CTTNBP2 N-terminal-like protein,15.03427007,15.03427007
2565,sp~Q3TIX9~SNUT2_MOUSE,sp|Q3TIX9|SNUT2_MOUSE,sp|Q3TIX9|SNUT2_MOUSE,__Other,sp|Q3TIX9|SNUT2_MOUSE,0,0,0,1,Q3TIX9,28035,1,0,sp|Q3TIX9|SNUT2_MOUSE U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus OX=10090 GN=Usp39 PE=1 SV=2,Usp39,AA408960 AI894154 CGI-21 D6Wsu157e SAD1,protein-coding,6_C1|6_32.27_cM,ubiquitin specific peptidase 39 ||| U4/U6.U5 tri-snRNP-associated protein 2,15.07190838,15.07190838
7689,sp~Q9R0I7~YLPM1_MOUSE,sp|Q9R0I7|YLPM1_MOUSE,sp|Q9R0I7|YLPM1_MOUSE,__Other,sp|Q9R0I7|YLPM1_MOUSE,0,0,0,1,Q9R0I7,56531,1,0,sp|Q9R0I7|YLPM1_MOUSE YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=2 SV=2,Ylpm1,A930013E17Rik ZAP Zap3,protein-coding,12|12_D1,YLP motif containing 1 ||| YLP motif-containing protein 1,13.97014328,13.97014328
6011,sp~Q99JB2~STML2_MOUSE,sp|Q99JB2|STML2_MOUSE,sp|Q99JB2|STML2_MOUSE,__Other,sp|Q99JB2|STML2_MOUSE,0,0,0,1,Q99JB2,66592,1,0,"sp|Q99JB2|STML2_MOUSE Stomatin-like protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Stoml2 PE=1 SV=1",Stoml2,0610038F01Rik MSLP2 SLP-2,protein-coding,4|4_A5,"stomatin (Epb7.2)-like 2 ||| Stomatin-like protein 2, mitochondrial",14.94932651,14.94932651
7509,sp~Q9JMD3~STA10_MOUSE,sp|Q9JMD3|STA10_MOUSE,sp|Q9JMD3|STA10_MOUSE,__Other,sp|Q9JMD3|STA10_MOUSE,0,0,0,1,Q9JMD3,56018,1,0,sp|Q9JMD3|STA10_MOUSE START domain-containing protein 10 OS=Mus musculus OX=10090 GN=Stard10 PE=1 SV=1,Stard10,AV048538 CGI-52 NY-C0-28 PC-TP2 PCTP2 Pctpl Sdccag28 SdccagG28 TISP-81,protein-coding,7|7_E2,START domain containing 10 ||| START domain-containing protein 10,16.06989523,16.06989523
6634,sp~Q9CZR8~EFTS_MOUSE,sp|Q9CZR8|EFTS_MOUSE,sp|Q9CZR8|EFTS_MOUSE,__Other,sp|Q9CZR8|EFTS_MOUSE,0,0,0,1,Q9CZR8,66399,1,0,"sp|Q9CZR8|EFTS_MOUSE Elongation factor Ts, mitochondrial OS=Mus musculus OX=10090 GN=Tsfm PE=1 SV=1",Tsfm,2310050B20Rik 9430024O13Rik EF-TS EF-Tsmt,protein-coding,10|10_D3,"Ts translation elongation factor, mitochondrial ||| Elongation factor Ts, mitochondrial",15.37425331,15.37425331
5177,sp~Q8N7N5~DCAF8_MOUSE,sp|Q8N7N5|DCAF8_MOUSE,sp|Q8N7N5|DCAF8_MOUSE,__Other,sp|Q8N7N5|DCAF8_MOUSE,0,0,0,1,Q8N7N5,98193,1,0,sp|Q8N7N5|DCAF8_MOUSE DDB1- and CUL4-associated factor 8 OS=Mus musculus OX=10090 GN=Dcaf8 PE=1 SV=1,Dcaf8,AA408877 AA433120 AA792214 AU018973 C76055 D1Dau35e D1Ucla4 H326 Wdr42a,protein-coding,1_H3|1_79.54_cM,DDB1 and CUL4 associated factor 8 ||| DDB1- and CUL4-associated factor 8,15.4585935,15.4585935
5226,sp~Q8R0S1~ATF7_MOUSE,sp|Q8R0S1|ATF7_MOUSE,sp|Q8R0S1|ATF7_MOUSE,__Other,sp|Q8R0S1|ATF7_MOUSE,0,0,0,1,Q8R0S1,223922,1,0,sp|Q8R0S1|ATF7_MOUSE Cyclic AMP-dependent transcription factor ATF-7 OS=Mus musculus OX=10090 GN=Atf7 PE=2 SV=1,Atf7,1110012F10Rik 9430065F09Rik AI549878 C130020M04Rik,protein-coding,15|15_F3,activating transcription factor 7 ||| Cyclic AMP-dependent transcription factor ATF-7,9.981180581,9.981180581
